title,type,genres,releaseYear,imdbAverageRating
Blame Game,movie,Documentary,2018,6.2
Wild Mountain Thyme,movie,"Comedy, Drama, Romance",2020,5.7
Atashin'chi: The 3D Movie,movie,"Animation, Short",2010,6.6
The Utah Cabin Murders,movie,"Crime, Horror, Thriller",2019,2.7
Thomas & Friends: Digs & Discoveries,movie,"Animation, Family",2019,5.9
The White Tiger,movie,"Crime, Drama",2021,7.1
Ninkyo Gakuen,movie,"Comedy, Crime",2019,6
Marjoun and the Flying Headscarf,movie,Drama,2019,6.5
American Factory: A Conversation with the Obamas,movie,"Documentary, Short",2019,5.1
In Our Prime,movie,Drama,2022,6.7
Village of Swimming Cows,movie,"Comedy, Documentary, Drama",2018,7.1
The Contractor,movie,"Action, Drama, Thriller",2022,5.8
Queenpins,movie,"Comedy, Crime",2021,6.4
Child of Kamiari Month,movie,"Adventure, Animation, Drama",2021,5.9
What Happened to Mr. Cha?,movie,"Comedy, Drama",2021,4.4
Dear Loneliness,movie,Drama,2019,6.5
Cinayet Süsü,movie,"Comedy, Crime, Mystery",2019,6.7
Merry Men: The Real Yoruba Demons,movie,"Action, Comedy",2018,5.1
#Jowable,movie,Comedy,2019,5.3
The Vault,movie,"Action, Thriller",2021,6.4
Wings Over Everest,movie,Action,2019,5.2
Annem,movie,Drama,2019,5.9
Samjin Company English Class,movie,"Comedy, Crime, Drama",2020,6.6
18 Presents,movie,"Drama, Family, Fantasy",2020,6.9
Titane,movie,"Drama, Horror, Sci-Fi",2021,6.5
Wrong Turn,movie,"Horror, Thriller",2021,5.6
Azali,movie,Drama,2018,5.7
If I Were Rich Man,movie,Comedy,2019,5
Paradise War: The Story of Bruno Manser,movie,"Adventure, Biography, Drama",2019,7.5
Los Tigres del Norte at Folsom Prison,movie,"Documentary, Music",2019,7
Twilight's Kiss,movie,Drama,2019,7.1
Amnestie,movie,Thriller,2019,6.7
Black Mercedes,movie,"Crime, Drama, Mystery",2019,5.6
Boogie,movie,"Drama, Sport",2021,5.2
True and the Rainbow Kingdom,movie,"Adventure, Animation, Comedy",2017,7
A Love Song for Latasha,movie,"Biography, Documentary, Drama",2019,6.8
Marita,movie,Drama,2017,6.2
Isa Pa with Feelings,movie,"Comedy, Romance",2019,7.8
Running Against the Wind,movie,"Crime, Drama, Sport",2019,6.6
Knock at the Cabin,movie,"Horror, Mystery, Thriller",2023,6.1
Old,movie,"Drama, Horror, Mystery",2021,5.8
Elkie Brooks and Friends: Pearls,movie,Music,2014,
The Forest of Love,movie,"Crime, Drama, Horror",2019,6.2
House Party,movie,Comedy,2023,4.4
Kigeki aisai monogatari,movie,"Comedy, Drama",2019,6.3
All My Life,movie,"Drama, Romance",2020,6.3
The Unholy,movie,"Drama, Horror, Mystery",2021,5.1
The Scala,movie,Documentary,2015,7.6
Birders,movie,"Documentary, Short",2019,6.4
The Crimes That Bind,movie,"Crime, Drama, Thriller",2020,6.7
Kira & El Gin,movie,"Action, Drama, History",2022,7.9
The Millions,movie,"Comedy, Crime, Thriller",2019,5.5
Pelle Svanslös,movie,"Animation, Family, Musical",2020,5.4
Carta para Além dos Muros,movie,Documentary,2019,8.3
Jazzy Misfits,movie,Drama,2019,6.2
The Silence of the Marsh,movie,"Action, Drama, Mystery",2019,5
Lindenberg! Mach dein Ding,movie,"Biography, Drama, History",2020,6.5
Boluomi,movie,Drama,2019,5.8
Remember,movie,"Action, Drama, Thriller",2022,6.7
Venpa,movie,Romance,2019,7.2
The Forgotten Battle,movie,"Action, Adventure",2020,7.1
Jeff Dunham: Beside Himself,movie,Comedy,2019,6.9
Tot het einde van de wereld,movie,"Drama, Short",2018,7.2
The Deer King,movie,"Action, Adventure, Animation",2021,6.3
The Stand In,movie,"Comedy, Drama",2020,4.7
The Guide to the Perfect Family,movie,"Comedy, Drama",2021,6.4
Lady of the Damned Forest,movie,"Adventure, Fantasy, Horror",2017,2.5
"Do Paise Ki Dhoop, Chaar Aane Ki Baarish",movie,Drama,2009,6.8
Shin Ultraman,movie,"Action, Adventure, Drama",2022,6.4
Madame Web,movie,"Action, Adventure, Sci-Fi",2024,4
The Promised Neverland,movie,"Action, Adventure, Drama",2020,5.5
The Marksman,movie,"Action, Drama, Thriller",2021,5.7
Dancing with the Birds,movie,Documentary,2019,8.2
Love Is War,movie,Drama,2019,7.2
Le marchand de notes,movie,"Animation, Comedy, Short",1942,6
Sitara,movie,Drama,2019,7.6
Fire in Paradise,movie,"Documentary, Short",2019,7.4
Guadalupe Reyes,movie,Comedy,2019,5.9
Sharie Hayfa,movie,"Drama, Romance, War",2019,5.6
Howling Village,movie,"Horror, Mystery, Thriller",2019,5
Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,movie,"Action, Adventure, Animation",2020,8.2
Jiang Ziya,movie,"Action, Adventure, Animation",2020,6.5
Mo Gilligan: Momentum,movie,Comedy,2019,6.4
Pig,movie,"Drama, Mystery",2021,6.9
Nikki Glaser: Bangin',movie,Comedy,2019,6.2
Elon Musk: The Real Life Iron Man,movie,"Biography, Documentary",2018,6.1
"That Moment, My Heart Cried",movie,Drama,2019,3.7
Seoul Station,movie,Documentary,2013,
The Modest Heroes of Studio Ponoc,movie,"Documentary, Short",2019,6.5
In the Shadow of Fear,movie,Thriller,2019,5.6
The Curse of Halloween Jack,movie,Horror,2019,2.5
Wonderland,movie,"Drama, Sci-Fi",2024,6.2
Hit Me Anyone One More Time!,movie,"Comedy, Drama",2019,6.2
Whitestar,movie,"Drama, Family",2019,5.6
Dream,movie,"Comedy, Drama, Sport",2023,6.5
Next Door Neighbor,movie,"Comedy, Drama",2020,6.2
Hello Carbot The Movie: Save The Moon,movie,"Adventure, Animation, Family",2019,7
The Knight and the Princess,movie,"Adventure, Animation, Comedy",2019,5.8
Moving On,movie,Drama,2019,6.9
King Kong,movie,"Action, Adventure, Comedy",1962,6.3
Arianna,movie,"Drama, Short",2017,
Super Monsters Vida's First Halloween (#special.5),movie,"Adventure, Animation, Comedy",2019,5.9
Rose Island,movie,"Adventure, Biography, Comedy",2020,7
Tuna Girl,movie,"Comedy, Drama",2019,6.2
Foul King,movie,"Comedy, Drama, Romance",2002,6.7
The Man Without Gravity,movie,"Comedy, Drama, Fantasy",2019,5.8
Spaceman,movie,"Adventure, Drama, Sci-Fi",2024,5.7
It Takes a Lunatic,movie,"Biography, Documentary, Drama",2019,6.7
The Main Event,movie,"Action, Comedy, Family",2020,4.8
I'll Be Home for Christmas,movie,"Drama, Musical",2019,6.2
The Stronghold,movie,"Action, Crime, Drama",2020,6.9
The Devil to Pay,movie,Thriller,2019,6.3
Jenny Slate: Stage Fright,movie,Comedy,2019,5.9
Wrath of Man,movie,"Action, Crime, Thriller",2021,7.1
Mi vida,movie,"Comedy, Drama",2019,6.9
Spirit Untamed,movie,"Adventure, Animation, Comedy",2021,5.5
Vikruthi,movie,"Comedy, Drama",2019,7.4
"GEN HOSHINO STADIUM TOUR ""POP VIRUS""",movie,"Music, Documentary",2019,
Vlastníci,movie,"Comedy, Drama",2019,7.2
Evvarikee Cheppoddu,movie,Drama,2019,7.1
Miracle in Cell No. 7,movie,Drama,2019,8.2
Leap,movie,"Biography, Drama, Sport",2020,6.6
Hanna in Society,movie,Comedy,1940,5.5
Deon Cole: Cole Hearted,movie,Comedy,2019,6.9
Mister T.,movie,"Comedy, Drama",2019,6.1
Sunod,movie,Horror,2019,5.7
M&M: The Mall The Merrier,movie,"Comedy, Fantasy",2019,3.4
Bonne nuit Blanche,movie,Comedy,2019,7.6
Two Tigers,movie,Comedy,2019,5.9
An Old Lady,movie,"Crime, Drama",2019,6.3
Yes Day,movie,"Comedy, Family",2021,5.7
Grandma's Wedding,movie,Comedy,2019,5.6
Eeb Allay Ooo!,movie,"Comedy, Drama",2019,7.2
The Bling Lagosians,movie,Drama,2019,5.4
Hannah Gadsby: Douglas,movie,Comedy,2020,7.6
Leslie Jones: Time Machine,movie,Comedy,2020,5.4
Anak Perjanjian Syaitan,movie,"Horror, Mystery, Thriller",2019,5.7
Luccas Neto em: Dia Das Crianças,movie,Family,2019,2.8
Trinity Traveler,movie,"Adventure, Drama, Romance",2019,6.1
Perdida,movie,Drama,2019,7
Mandibles,movie,"Comedy, Fantasy",2020,6.6
Murder Mystery 2,movie,"Action, Adventure, Comedy",2023,5.7
Bloodlust Beauty,movie,"Drama, Horror, Thriller",2019,5.3
The Gorals - Highlanders of Carpathia,movie,Documentary,2018,7.2
Dreamkatcher,movie,"Horror, Thriller",2020,3.8
Kral Sakir: Korsanlar Diyari,movie,"Adventure, Animation, Comedy",2019,5.1
"Martin Matte: La vie, la mort... eh la la..!",movie,Comedy,2019,6.7
Upstarts,movie,Drama,2019,6.7
Dolly Kitty and Those Twinkling Stars,movie,"Comedy, Drama",2019,5.2
Das Ende der Eiszeit-Giganten,movie,Documentary,2019,7.1
Holiday Rush,movie,"Comedy, Drama, Family",2019,5
Malasaña 32,movie,"Horror, Mystery",2020,5.6
MUTANTES S.21 - 25 anos depois,movie,Documentary,2018,7.9
Something New,movie,"Comedy, Romance, Short",2017,7.3
The Northman,movie,"Action, Adventure, Drama",2022,7
The Atom: A Love Affair,movie,Documentary,2019,6.2
Wira,movie,"Action, Crime, Drama",2019,6.2
Ejen Ali: The Movie,movie,"Action, Adventure, Animation",2019,7.9
Made in China,movie,"Comedy, Drama",2019,6.2
La Vocera,movie,Documentary,2020,7.3
Bleach,movie,"Drama, Short",2016,
The Devil's Deal,movie,"Crime, Drama, Thriller",2023,6.2
Me contro Te - Il film: La vendetta del Signor S,movie,"Comedy, Family",2020,1.7
The clown,movie,Drama,2009,
Now or Never,movie,"Comedy, Drama, Romance",2014,5.9
Cargo,movie,"Drama, Fantasy, Sci-Fi",2019,5.6
Pac's Scary Halloween,movie,"Action, Adventure, Animation",2016,4.8
Figli,movie,"Comedy, Drama",2020,6.2
How I Became a Super Hero,movie,"Action, Adventure, Comedy",2020,5.8
Underworld,movie,"Comedy, Crime, Drama",2019,5.7
Soul,movie,"Drama, Horror, Mystery",2019,6
Pieces of a Woman,movie,Drama,2020,7
Trauma Center,movie,"Action, Thriller",2019,4
The Journey,movie,"Action, Adventure, Animation",2021,6.8
Four Good Days,movie,Drama,2020,6.6
Futro z misia,movie,Comedy,2019,3.2
The Stranger by the Beach,movie,"Animation, Drama, Romance",2020,7.1
Seth Meyers: Lobby Baby,movie,Comedy,2019,7.5
Supernova,movie,"Drama, Romance",2020,6.9
"La defensa, por la libertad",movie,Documentary,2019,7.2
Happy New Year,movie,"Comedy, Romance",2019,5.1
3Grapes,movie,Comedy,2020,5.2
Amsterdam to Anatolia,movie,Short,2019,4.7
My Story,movie,Drama,2019,5.3
Inu-oh,movie,"Animation, Drama, Fantasy",2021,7.1
Milea,movie,"Drama, Romance",2020,6.2
Arsenio Hall: Smart and Classy,movie,Comedy,2019,6
The Case of the Dead Deadman,movie,"Comedy, Crime",2020,4.7
Far Too Personal,movie,"Comedy, Drama",2020,4.5
Chlap na strídacku,movie,"Comedy, Drama, Thriller",2020,4.5
Perinbaba 2 A Dva Svety,movie,Fantasy,2023,4.6
Afrika na Pionieri,movie,Documentary,2019,8.3
Iliza Shlesinger: Unveiled,movie,Comedy,2019,6.5
Mike Birbiglia: The New One,movie,Comedy,2019,7.7
Jeff Garlin: Our Man in Chicago,movie,Comedy,2019,5.9
Stand by Me,movie,"Comedy, Romance",2019,5.8
Oloture,movie,"Crime, Drama",2019,5.6
The Delivery Boy,movie,"Drama, Thriller",2018,6.2
Psycho,movie,"Crime, Thriller",2020,6.1
A Night before the Wedding,movie,Drama,2014,
Shadow Country,movie,"Drama, History",2020,6.9
Stestí je krásná vec,movie,Comedy,2020,3.5
We Wish You a Metal Christmas,movie,"Animation, Comedy, Drama",2018,7.4
Asterix & Obelix: The Middle Kingdom,movie,"Adventure, Comedy, Family",2023,5.1
I Love You I Miss You I Hope I See You Before I Die,movie,Documentary,2019,5.7
Cara x Jagger,movie,Drama,2019,6.2
The Card Counter,movie,"Crime, Drama, Thriller",2021,6.2
Super Monsters Save Christmas (#special.6),movie,"Adventure, Animation, Comedy",2019,4.8
Apollo 17: The Untold Story of the Last Men on the Moon,movie,Documentary,2011,7
Willy's Wonderland,movie,"Action, Comedy, Horror",2021,5.5
Ramprasad Ki Tehrvi,movie,"Comedy, Drama",2019,7.5
The Princess Switch: Switched Again,movie,"Comedy, Drama, Family",2020,5.4
Slachtvee,movie,Thriller,1979,5.4
Blue Bayou,movie,Drama,2021,7.1
"Love, Guaranteed",movie,"Comedy, Romance",2020,5.6
Finding 'Ohana,movie,"Action, Adventure, Comedy",2021,6.1
As They Made Us,movie,"Comedy, Drama",2022,5.8
The Fabulous Filipino Brothers,movie,"Comedy, Romance",2021,6
Dampyr,movie,"Fantasy, Horror",2022,5.4
"Verde por Fora, Vermelho por Dentro",movie,Drama,1980,2.4
True: Grabbleapple Harvest,movie,Animation,2019,
Fadily Camara: La plus drôle de tes copines,movie,Comedy,2019,5.9
Valentina,movie,Drama,2020,7.1
Sahara,movie,"Drama, Short",2018,
Dedicada A Mi Ex,movie,Comedy,2019,7.1
The Mauritanian,movie,"Biography, Crime, Drama",2021,7.5
Everything - The Real Thing Story,movie,"Documentary, Music",2019,7
I ragazzi dello Zecchino d'oro,movie,"Biography, Comedy",2019,6.9
Count,movie,"Drama, Sport",2023,6.4
Bahasha,movie,Drama,2018,7.1
Pitch,movie,"Drama, Short",2016,8
Hogwood: A Modern Horror Story,movie,"Documentary, Short",2020,8.5
A Cold,movie,Romance,2014,
Kalin and the Jail Team,movie,Documentary,2018,7.8
Pirates Down the Street,movie,"Action, Adventure, Family",2020,5.8
Bypass Road,movie,"Drama, Mystery, Thriller",2019,5.3
Gunjan Saxena: The Kargil Girl,movie,"Action, Biography, Drama",2020,5.5
School of the Damned,movie,"Horror, Thriller",2019,2.9
Arisaka,movie,"Action, Thriller",2021,5.6
The Duke,movie,"Biography, Comedy, Crime",2020,6.9
It Snows in Benidorm,movie,"Drama, Thriller",2020,5.3
The Protégé,movie,"Action, Thriller",2021,6.1
Reunion,movie,"Comedy, Romance",2019,6.5
Christmas at Cattle Hill,movie,"Action, Adventure, Animation",2020,5.8
House Arrest,movie,Comedy,2019,5.5
The Ice Road,movie,"Action, Adventure, Thriller",2021,5.6
They Shot the Piano Player,movie,"Animation, Drama, History",2023,6.6
The Boy,movie,"Drama, Romance",2014,
La Cantera,movie,Drama,2021,
Don't Look Up,movie,"Comedy, Drama, Sci-Fi",2021,7.2
Scream,movie,"Horror, Mystery, Thriller",2022,6.3
Plane,movie,"Action, Adventure, Thriller",2023,6.5
Dear Zoe,movie,"Drama, Mystery, Romance",2022,5.8
Mario Lanza: The Best of Everything,movie,"Biography, Documentary, History",2017,7.7
Foul Play,movie,"Documentary, Drama, Sport",2017,6.6
Beyond the Raging Sea,movie,"Action, Adventure, Documentary",2018,8.3
Stuck Apart,movie,"Comedy, Drama",2021,6
Alien Nights,movie,Drama,2022,6.8
Black Night,movie,"Crime, Drama, Thriller",2022,6.9
The Machine,movie,"Action, Comedy",2023,5.7
Karel,movie,"Biography, Documentary",2020,7.4
The Banger,movie,Comedy,2020,4
Enrico Piaggio: Vespa,movie,"Biography, Drama, Romance",2019,6.9
Pulanaivu,movie,"Crime, Romance, Thriller",2019,6.8
Crazy Wedding 2,movie,Comedy,2019,5.4
Debt Collectors,movie,"Action, Comedy",2020,5.8
On Our Watch,movie,"Comedy, Drama, Sci-Fi",2021,6.4
Kaagar,movie,"Crime, Drama",2019,6.1
Living in Bondage: Breaking Free,movie,"Drama, Fantasy",2019,5.1
The Body,movie,"Mystery, Thriller",2019,5.4
Go! The Unforgettable Party,movie,Family,2019,5.5
On Air,movie,Documentary,2018,
The Unbearable Weight of Massive Talent,movie,"Action, Comedy, Crime",2022,7
Cambio tutto!,movie,Comedy,2020,6
Thambi,movie,"Action, Thriller",2019,6.7
Whipped,movie,"Comedy, Drama, Romance",2020,4.1
Don't Blame Karma!,movie,"Comedy, Romance",2022,4.7
Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,movie,Documentary,2019,
Tootsies & the Fake,movie,Comedy,2019,5.8
Zenská pomsta,movie,Comedy,2020,4.1
Love on the Spikes,movie,"Comedy, Romance",2021,4.4
Sweethearts,movie,"Comedy, Drama, Romance",2020,5.7
Memories of a Teenager,movie,"Biography, Drama, Mystery",2019,6.6
Red Dot,movie,"Drama, Horror, Thriller",2021,5.5
Pinkfong & Baby Shark's Space Adventure,movie,"Animation, Family, Music, Science Fiction",2019,
History of the Occult,movie,Horror,2020,6.4
Mana Bisa Tahan,movie,Comedy,1990,
Bisa Naik Bisa Turun,movie,Comedy,1992,
Road to Roma,movie,Documentary,2020,7.7
Worth,movie,"Biography, Drama, History",2020,6.8
Renfield,movie,"Action, Comedy, Fantasy",2023,6.4
Granny Nanny,movie,Comedy,2020,6.5
Michelle Wolf: Joke Show,movie,Comedy,2019,7.3
Ronny Chieng: Asian Comedian Destroys America,movie,Comedy,2019,7.4
Robin Robin,movie,"Adventure, Animation, Comedy",2021,7
After the Raid,movie,"Documentary, Short",2019,4.7
The Shadow in My Eye,movie,"Drama, History, War",2021,7.3
John Mulaney & the Sack Lunch Bunch,movie,"Comedy, Family, Musical",2019,7.3
Ali & the Queens,movie,"Comedy, Drama",2021,7
Havel,movie,"Biography, Drama, History",2020,6.3
Pocket Hercules: Naim Süleymanoglu,movie,"Biography, Drama, History",2019,8.2
From the Vine,movie,"Comedy, Drama",2019,6.1
Black Raven,movie,"Drama, History, War",2019,7.3
"Lorena, Light-footed Woman",movie,"Documentary, Short, Sport",2019,7
Wishlist,movie,"Comedy, Drama",2020,5.8
The Comeback Trail,movie,"Comedy, Crime",2020,5.7
Koko: A Red Dog Story,movie,"Biography, Comedy",2019,6.3
Elf Pets: A Fox Cub's Christmas Tale,movie,"Animation, Comedy, Fantasy",2019,4.6
A Fall from Grace,movie,"Crime, Drama, Mystery",2020,5.9
Sitara: Let Girls Dream,movie,"Animation, Drama, Short",2019,7.1
What the F* Is Going On?,movie,Documentary,2019,
Let's Talk,movie,Documentary,2019,6.8
Winter Wishes Part 1,movie,"Adventure, Animation, Comedy",2019,6.6
Breach,movie,"Action, Horror, Sci-Fi",2020,2.9
Superagente Makey,movie,"Action, Comedy",2020,4.3
Sky High,movie,Thriller,2020,5.6
The Irishman: In Conversation,movie,"Documentary, Short",2019,7.4
Bye Bye Morons,movie,"Comedy, Drama",2020,6.7
M-8,movie,Drama,2019,7.1
"Intervenção, É Proibido Morrer",movie,Drama,2021,6.3
"Memories to Choke On, Drinks to Wash Them Down",movie,"Comedy, Drama",2019,6.3
Payday,movie,Comedy,2018,5.5
Airplane Mode,movie,"Comedy, Drama, Romance",2020,5.2
Alle utlendinger har lukka gardiner,movie,Drama,2020,4.5
The Christmas Chronicles: Part Two,movie,"Adventure, Comedy, Family",2020,6
Locked In,movie,"Drama, Mystery, Thriller",2023,5.1
Seriously Single,movie,"Comedy, Romance",2020,4.6
Oppenheimer,movie,"Biography, Drama, History",2023,8.3
Meiyazhagan,movie,"Drama, Family",2024,8.5
Dumb Money,movie,"Biography, Comedy, Drama",2023,6.9
Winnie-the-Pooh: Blood and Honey,movie,Horror,2023,2.9
She Said,movie,"Drama, History",2022,7.3
Pete Davidson: Turbo Fonzarelli,movie,Comedy,2024,6.3
Bird Thongchai Concert SINGING BIRD #2/2022 LIFETIME SOUNDTRACK,movie,Music,2022,
The Devil's Lair,movie,"Action, Fantasy, Horror",2023,5.6
Elevator Game,movie,"Horror, Thriller",2023,4.2
Nightsiren,movie,"Drama, Horror, Mystery",2022,6
IT - A COISA - VERSÃO BRASILEIRA,movie,"Horror, Comedy",2017,
Sweetheart,movie,"Comedy, Drama, Romance",2021,6.4
Gigi & Nate,movie,"Drama, Family",2022,6.7
"Single, Married, Widowed, Divorced",movie,Comedy,2023,
Bird Thongchai Concert 1997 Green Concert Vol. 3 Singing Bird,movie,Music,1997,
172 Days,movie,"Biography, Drama",2023,6.8
Before Dawn,movie,"Drama, History, War",2024,5.3
Aftersun,movie,Drama,2022,7.6
La Luna,movie,"Comedy, Drama, Romance",2023,7.4
Big Boys Don't Cry,movie,"Biography, Crime, Drama",2020,6.7
The Big 4,movie,"Action, Comedy, Crime",2022,6.1
Haunted Universities 3,movie,"Comedy, Horror",2024,5.5
Death Whisperer,movie,"Horror, Thriller",2023,5.8
Guatemala: Heart of the Mayan World,movie,Documentary,2019,6.6
Little Red Riding Hood,movie,"Drama, Documentary",2009,
Jack Whitehall: Christmas with My Father,movie,"Comedy, Documentary",2019,6
"Josee, the Tiger and the Fish",movie,"Animation, Drama, Romance",2020,7.6
Half Brothers,movie,"Comedy, Drama",2020,6.1
Mimi,movie,"Comedy, Drama",2021,7.8
Mundina Nildana,movie,"Comedy, Drama, Romance",2019,6.3
The App,movie,"Drama, Sci-Fi, Thriller",2019,2.8
Miss Americana,movie,"Biography, Documentary, Drama",2020,7.4
Save Yourselves!,movie,"Adventure, Comedy, Sci-Fi",2020,5.8
Dick Johnson Is Dead,movie,"Biography, Documentary, Drama",2020,7.4
Into the Deep,movie,"Biography, Crime, Documentary",2020,6.5
I Carry You with Me,movie,Drama,2020,6.7
Spree,movie,"Comedy, Crime, Horror",2020,5.9
Horse Girl,movie,"Drama, Mystery, Thriller",2020,6
Disclosure,movie,Documentary,2020,8.2
Farewell Amor,movie,"Drama, Music, Romance",2020,6.9
Miss Juneteenth,movie,Drama,2020,6.5
Herself,movie,Drama,2020,7
Crip Camp,movie,"Documentary, History",2020,7.7
Coded Bias,movie,Documentary,2020,6.7
Mucho Mucho Amor: The Legend of Walter Mercado,movie,"Biography, Documentary",2020,7.3
Sergio,movie,"Biography, Drama, History",2020,6.2
Giving Voice,movie,Documentary,2020,7
The Mole Agent,movie,Documentary,2020,7.5
Devotion,movie,"Action, Biography, Drama",2022,6.6
Gundu,movie,Drama,2019,7.1
Spookley and the Christmas Kittens,movie,"Adventure, Animation, Drama",2019,4.5
Spirit Riding Free: Spirit of Christmas,movie,"Action, Adventure, Animation",2019,5.3
Cesta domu,movie,"Comedy, Romance",2021,5.7
Bet on Friendship,movie,Comedy,2021,6.4
Into the Unknown,movie,,2009,
Como Caído Del Cielo,movie,"Comedy, Drama, Musical",2019,6.5
Luccas Neto: O Fim Do Natal,movie,Family,2019,2.3
A Family Reunion Christmas,movie,"Comedy, Family",2019,5.8
Hard Hit,movie,"Action, Crime, Drama",2021,6.2
The Haunted House: The Sky Ghost vs Jormungandr,movie,"Action, Adventure, Animation",2019,8.6
Io ricordo. Piazza Fontana,movie,Crime,2019,6.5
Caisa,movie,Documentary,2018,7.8
The Beast,movie,"Action, Crime, Drama",2020,5.2
The Tiger's Nest,movie,"Adventure, Drama",2022,5.7
Carlos Almaraz: Playing with Fire,movie,Documentary,2019,7.7
Mica,movie,"Comedy, Drama, Sport",2020,6.9
Coven,movie,"Drama, History",2020,6.4
#FriendButMarried 2,movie,"Biography, Comedy, Drama",2020,6.9
Attack on Finland,movie,"Action, Thriller",2021,5.3
On the Come Up,movie,"Comedy, Drama, Music",2022,5.7
Treasure City,movie,Drama,2020,6.5
Post Mortem,movie,"Horror, Mystery, Thriller",2020,5.5
Poupelle of Chimney Town,movie,"Animation, Family, Fantasy",2020,6.4
Jai Mummy Di,movie,"Comedy, Drama, Romance",2020,3.7
Your Excellency,movie,Comedy,2019,6.7
Zavera,movie,Drama,2019,4.6
Wild Records!,movie,,2001,
a-ha: The Movie,movie,"Biography, Documentary, Music",2021,7
Layla Majnun,movie,"Drama, Romance",2021,6.1
Tarung Sarung,movie,"Action, Adventure, Drama",2020,5.9
Crazy Awesome Teachers,movie,"Comedy, Crime, Drama",2020,6.2
Titus: Mystery of the Enygma,movie,"Adventure, Animation, Comedy",2020,7.8
Il nostro Papa,movie,"Biography, Drama, History",2019,6.6
A Perfect Enemy,movie,"Drama, Thriller",2020,5.5
Holy Expectations,movie,Comedy,2019,5.2
Jagame Thandhiram,movie,"Action, Crime, Drama",2021,5.8
Endless Rain,movie,"Drama, Romance",2021,6.7
John Was Trying to Contact Aliens,movie,"Biography, Documentary, Romance",2020,6.4
Alien Xmas,movie,"Adventure, Animation, Comedy",2020,6.2
Ricos de Amor,movie,"Comedy, Romance",2020,6
Amit Tandon: Family Tandoncies,movie,Comedy,2019,7.1
The Social Dilemma,movie,"Documentary, Drama",2020,7.6
Needle Park Baby,movie,Drama,2020,7.2
Today We Fix the World,movie,"Comedy, Drama",2022,6.2
Nightline,movie,"Crime, Thriller",2022,6.9
Heartbeats,movie,Romance,2019,5.7
Semesta,movie,Documentary,2018,7.2
The Confidence Man JP: Princess,movie,"Comedy, Crime",2020,6.7
Wedding Partner,movie,"Comedy, Drama",2020,5.8
The Wishmas Tree,movie,"Animation, Family, Fantasy",2019,4.8
Minnal Murali,movie,"Action, Comedy, Drama",2021,7.8
Takkar,movie,"Action, Drama, Romance",2023,5.5
Padavettu,movie,"Action, Drama, Thriller",2022,6.9
Dolly Parton: Here I Am,movie,"Biography, Documentary, Music",2019,7.3
Ludo,movie,"Action, Comedy, Crime",2020,7.6
Reverso,movie,"Mystery, Short",2019,
Mute,movie,Drama,2018,
Elise,movie,,2019,
4th Republic,movie,Thriller,2019,6.5
Rising High,movie,"Comedy, Drama",2020,6
Isi & Ossi,movie,"Comedy, Romance",2020,6.4
Freaks: You're One of Us,movie,"Action, Drama, Fantasy",2020,5.4
Meanwhile on Earth,movie,Documentary,2020,6.2
Jane,movie,"Drama, Short",2012,6.2
The Misadventures of Hedi and Cokeman,movie,"Action, Comedy, Crime",2021,4.5
Earth and Blood,movie,"Action, Crime, Drama",2020,5.2
Brothers in Brothel,movie,Drama,2019,5
Sillu Karuppatti,movie,"Drama, Romance",2019,7.9
5Gang,movie,"Action, Comedy",2019,2
Aaviri,movie,"Drama, Thriller",2019,3.4
Enta Habibi We Bas,movie,"Comedy, Music, Musical",2019,2.8
Blitz on Britain,movie,"Documentary, History, War",1960,6.9
Summoning Amr's Guardian,movie,"Romance, Comedy",2019,
World Famous Lover,movie,"Comedy, Drama, Romance",2020,5
Masameer: The Movie,movie,Animation,2020,6
Delete History,movie,"Comedy, Drama",2020,5.7
Varane Avashyamund,movie,"Comedy, Drama, Romance",2020,6.9
The Hungover Games,movie,"Comedy, Short",2012,4.5
Jonas,movie,Drama,2016,
"Jochem Myjer: Adem in, adem uit",movie,Comedy,2020,8.2
Lagos Real Fake Life,movie,Comedy,2018,
The Diam Diam Era,movie,"Comedy, Drama",2020,5.6
Made in Italy,movie,"Comedy, Drama, Romance",2020,6
Love After Love,movie,Drama,2020,5.7
Madame Claude,movie,"Biography, Crime, Drama",2021,5.4
How I Became a Gangster,movie,"Crime, Drama",2019,6.9
Mayday,movie,"Comedy, Romance",2020,5.3
Bhangra Paa Le,movie,"Comedy, Drama, Music",2020,6.3
The Worst Person in the World,movie,"Comedy, Drama, Romance",2021,7.7
Pink: Staying True,movie,"Documentary, Music",2013,5.8
Blasted,movie,"Action, Comedy, Sci-Fi",2022,4.8
Villain,movie,"Action, Crime, Drama",2020,5.9
The Land of Dreams,movie,"Drama, Musical",2022,6
Uncorked,movie,Drama,2020,6.4
Dance of the 41,movie,"Biography, Drama, History",2020,6.8
True Mothers,movie,Drama,2020,7
Memories of My Father,movie,"Drama, History",2020,7.2
Happy New Year Happy New You,movie,Comedy,2019,
Malang,movie,"Action, Crime, Drama",2020,6.5
Crazy About You,movie,Comedy,2020,5.3
City Sharks,movie,Comedy,2003,6.7
Operation Mincemeat,movie,"Drama, War",2021,6.6
Glass Onion,movie,"Comedy, Crime, Drama",2022,7.1
Time Out,movie,Animation,2015,
Yakuza Princess,movie,Thriller,2021,4.8
